i	j	confidence	interest	lift	std_lift
('Body mass index 30+ - obesity (finding)', 'Otitis media')	Acute bronchitis (disorder)	0.4161503952146977	0.017477476413545634	1.0438391362676505	0.41608802478367696
Body mass index 30+ - obesity (finding)	Drug overdose	0.060760407804862034	0.014645156823934614	1.317577298451474	0.41608437459020997
Drug overdose	Body mass index 30+ - obesity (finding)	0.416095313026863	0.10029197191291644	1.317577298451474	0.41608437459020997
('Sprain of wrist', 'Hypertension')	Anemia (disorder)	0.41610506307240364	0.1091089038503037	1.3554080419988825	0.4160546098677957
('Anemia (disorder)', 'Prediabetes')	Metabolic syndrome X (disorder)	0.41608662026295434	0.3518188128236284	6.474261949200217	0.41603016532920817
('Hypertension', 'History of cardiac arrest (situation)')	Anemia (disorder)	0.4160979053895034	0.10910174616740348	1.3553847267791794	0.41602918677180184
('Acute viral pharyngitis (disorder)', 'Miscarriage in first trimester')	Body mass index 30+ - obesity (finding)	0.41602145030578735	0.10021810919184082	1.3173434101055967	0.4160038563509279
('Prediabetes', 'Recurrent rectal polyp')	Malignant tumor of colon	0.2685120025021503	0.2613815974668093	37.65732818420574	0.4159699503210954
('Polyp of colon', 'Prediabetes')	Malignant tumor of colon	0.07765365655103794	0.07052325151569691	10.890497267147735	0.4159699503210953
('Diabetes', 'Microalbuminuria due to type 2 diabetes mellitus (disorder)')	Viral sinusitis (disorder)	0.41611510791366907	-0.23346530912950209	0.6405905981707174	0.41594703511801956
('Diabetic renal disease (disorder)', 'Anemia (disorder)')	Hyperglycemia (disorder)	0.4160024063768988	0.38557162763023983	13.670448917531305	0.4159145607701565
('Normal pregnancy', 'Epilepsy')	Acute bronchitis (disorder)	0.41612436731742586	0.017451448516273782	1.043773849923772	0.4159132007233274
('Concussion with loss of consciousness', 'Chronic sinusitis (disorder)')	Acute bronchitis (disorder)	0.41604010025062654	0.017367181449474467	1.0435624809974533	0.4158774373259053
('Drug overdose', 'Whiplash injury to neck')	Body mass index 30+ - obesity (finding)	0.4160971905846621	0.10029384947071557	1.3175832437900905	0.41587542726927457
('Appendicitis', 'Hypertriglyceridemia (disorder)')	Hyperglycemia (disorder)	0.4159146841673503	0.38548390542069133	13.667566237128058	0.41579487179487173
('History of appendectomy', 'Hypertriglyceridemia (disorder)')	Hyperglycemia (disorder)	0.4159146841673503	0.38548390542069133	13.667566237128058	0.41579487179487173
Brain damage - traumatic	Body mass index 30+ - obesity (finding)	0.41582931865106676	0.10002597753712023	1.316735019915541	0.4157488986784141
Body mass index 30+ - obesity (finding)	Brain damage - traumatic	0.008263875021541878	0.0019878400588870934	1.3167350199155408	0.415748898678414
('Hyperglycemia (disorder)', 'Osteoporosis (disorder)')	Body mass index 30+ - obesity (finding)	0.4159132007233273	0.10010985960938079	1.3170006348136123	0.4157371118480555
('Normal pregnancy', 'Chronic sinusitis (disorder)')	Acute bronchitis (disorder)	0.41573916104747205	0.017066242246319974	1.0428076286135508	0.41572333856902993
('Epilepsy', 'Chronic sinusitis (disorder)')	Body mass index 30+ - obesity (finding)	0.4158560311284047	0.10005269001445816	1.3168196057126502	0.41571393821454633
('Cardiac Arrest', 'Hypertriglyceridemia (disorder)')	Metabolic syndrome X (disorder)	0.41581008321096424	0.3515422757716383	6.469959063151846	0.4156670746634027
('Osteoarthritis of knee', 'Streptococcal sore throat (disorder)')	Acute bronchitis (disorder)	0.41574539363484087	0.01707247483368879	1.0428232619487356	0.415647512146088
('Chronic intractable migraine without aura', 'Metabolic syndrome X (disorder)')	Prediabetes	0.415771484375	0.10968843856728772	1.358361693238626	0.41562881562881565
Rupture of appendix	Body mass index 30+ - obesity (finding)	0.41557473762652924	0.09977139651258271	1.3159288820715285	0.4155384424295118
Body mass index 30+ - obesity (finding)	Rupture of appendix	0.018305809878900448	0.004394868240410429	1.3159288820715285	0.4155384424295118
('Cardiac Arrest', 'Diabetes')	History of cardiac arrest (situation)	0.41563486283078416	0.3783527099218657	11.148360016820758	0.4154929577464788
('Viral sinusitis (disorder)', 'Acute bacterial sinusitis (disorder)')	Chronic sinusitis (disorder)	0.41552348714294196	0.19934885355453583	1.9221657982966383	0.41548877538900103
('Prediabetes', 'Anemia (disorder)')	Atrial Fibrillation	0.06246054972169622	0.026239232454090926	1.7244140863302646	0.41535489410417864
('Fetus with unknown complication', 'Diabetes')	Viral sinusitis (disorder)	0.4155485398579321	-0.23403187718523905	0.6397183919882774	0.4153178049743387
('Cystitis', 'Chronic sinusitis (disorder)')	Body mass index 30+ - obesity (finding)	0.41542832167832167	0.09962498056437513	1.3154652519285062	0.4153005464480874
('Gout', 'Hypertension')	Prediabetes	0.4154852780806979	0.10940223227298562	1.3574266323189765	0.41527272727272724
('Body mass index 30+ - obesity (finding)', 'Cystitis')	Miscarriage in first trimester	0.4153446033810143	0.24093389412427307	2.381416858810008	0.4152685654831578
('Cardiac Arrest', 'Acute bronchitis (disorder)')	Body mass index 30+ - obesity (finding)	0.41529142715866246	0.09948808604471593	1.3150317716519002	0.415255284954877
('Recurrent rectal polyp', 'Streptococcal sore throat (disorder)')	Acute bronchitis (disorder)	0.4154683249125534	0.016795406111401345	1.042128284413967	0.41524105754276824
('Atrial Fibrillation', 'Stroke')	Hypertension	0.4151998533186652	0.15160292939647596	1.5751316333313032	0.4151462363619694
('Acute viral pharyngitis (disorder)', 'Pulmonary emphysema (disorder)')	Prediabetes	0.41532797858099063	0.10924493277327835	1.3569127211374794	0.4151322397053901
('Viral sinusitis (disorder)', 'History of single seizure (situation)')	Acute bronchitis (disorder)	0.41514218438688644	0.01646926558573436	1.0413102190017296	0.4151156998596205
('Body mass index 30+ - obesity (finding)', 'Hypertriglyceridemia (disorder)')	Diabetic renal disease (disorder)	0.4151309408341416	0.38523317152615544	13.88501384694455	0.41510108229528286
('Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)', 'Chronic kidney disease stage 1 (disorder)')	Hyperglycemia (disorder)	0.4153290529695024	0.38489827422284345	13.64832153745332	0.41509433962264153
('Preeclampsia', 'Acute viral pharyngitis (disorder)')	Acute bronchitis (disorder)	0.4151765589782119	0.016503640177059797	1.0413964415408197	0.41508866847009324
('History of appendectomy', 'Rupture of appendix')	Body mass index 30+ - obesity (finding)	0.4150849461696434	0.09928160505569689	1.3143779438985561	0.41504854368932037
('Body mass index 30+ - obesity (finding)', 'Hypertension')	Acute bronchitis (disorder)	0.4149627880921895	0.01628986929103743	1.0408602353528869	0.4149569357888104
('Hypertension', 'Malignant neoplasm of breast (disorder)')	Prediabetes	0.41500516910352975	0.10892212329581746	1.3558580744267834	0.4149187592319054
('Seizure disorder', 'Chronic sinusitis (disorder)')	Body mass index 30+ - obesity (finding)	0.4148477157360406	0.09904437462209409	1.313626747179845	0.41477344840715824
('Hyperglycemia (disorder)', 'Metabolic syndrome X (disorder)')	Diabetes	0.4147827385396446	0.3480001977518964	6.2109457598795	0.4147652610201886
('Hypertriglyceridemia (disorder)', 'Streptococcal sore throat (disorder)')	Acute bronchitis (disorder)	0.4148695830766071	0.01619666427545502	1.0406264471741897	0.41474938373048476
('Fracture of ankle', 'Chronic sinusitis (disorder)')	Anemia (disorder)	0.4147927390950962	0.10779657987299623	1.3511333175833302	0.4147134534615906
Anemia (disorder)	Pneumonia	0.01304267077878955	0.0033888936683054184	1.3510432890174184	0.4147127259710042
Pneumonia	Anemia (disorder)	0.4147651006711409	0.10776894144904098	1.3510432890174182	0.4147127259710041
('Chronic sinusitis (disorder)', 'Laceration of foot')	Body mass index 30+ - obesity (finding)	0.4147964711344993	0.09899313002055277	1.3134644797340336	0.41470588235294115
('Impacted molars', 'Chronic pain')	Drug overdose	0.4146381734125861	0.36852292243165863	8.991345912528466	0.4146243660809057
('Hypertension', 'Closed fracture of hip')	Body mass index 30+ - obesity (finding)	0.414738646101114	0.09893530498716746	1.3132813751690808	0.41457142857142865
('Injury of anterior cruciate ligament', 'Viral sinusitis (disorder)')	Acute bronchitis (disorder)	0.41468090933990687	0.01600799053875479	1.0401531927147005	0.41452054794520554
('Sinusitis (disorder)', 'Drug overdose')	Body mass index 30+ - obesity (finding)	0.41470311027332707	0.09889976915938054	1.313168849989133	0.41451917033312385
('Cardiac Arrest', 'Viral sinusitis (disorder)')	Body mass index 30+ - obesity (finding)	0.41450255377310985	0.09869921265916332	1.3125337822931746	0.4144814934714579
('Epilepsy', 'Streptococcal sore throat (disorder)')	Viral sinusitis (disorder)	0.4146593255333792	-0.23492109150979196	0.6383494863051281	0.4144578313253012
('Body mass index 30+ - obesity (finding)', 'Metabolic syndrome X (disorder)')	Diabetic renal disease (disorder)	0.41448639615645727	0.3845886268484711	13.863455560403349	0.4144558178399834
('Hyperglycemia (disorder)', 'Metabolic syndrome X (disorder)')	Neuropathy due to type 2 diabetes mellitus (disorder)	0.3314319844706585	0.30829833818505187	14.326837212725493	0.4144073493166032
('Diabetic renal disease (disorder)', 'Osteoporosis (disorder)')	Hyperglycemia (disorder)	0.41453831041257366	0.3841075316659147	13.622336577833595	0.41439449766642095
Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)	Hyperglycemia (disorder)	0.41443827424177704	0.3840074954951181	13.619049242611927	0.41438824333561175
Hyperglycemia (disorder)	Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)	0.13771078180889115	0.12759915218220508	13.619049242611927	0.41438824333561175
('Hyperglycemia (disorder)', 'Anemia (disorder)')	Hyperlipidemia	0.41452425125894515	0.2992473541513636	3.595900494026073	0.41436903499469785
('Diabetes', 'Chronic sinusitis (disorder)')	Diabetic renal disease (disorder)	0.4143372407574391	0.38443947144945295	13.858466713326441	0.41430423265513155
('Drug overdose', 'Fracture of forearm')	Anemia (disorder)	0.4144951140065147	0.10749895478441474	1.3501638426252862	0.4142566191446028
('Appendicitis', 'Rupture of appendix')	Body mass index 30+ - obesity (finding)	0.4142599838519347	0.09845664273798815	1.311765677939625	0.4142236024844721
('Hypertriglyceridemia (disorder)', 'Osteoporosis (disorder)')	Viral sinusitis (disorder)	0.41430391844536474	-0.23527649859780642	0.6378023529884678	0.4142106101640911
('History of appendectomy', 'Body mass index 30+ - obesity (finding)')	Rupture of appendix	0.30129189628692743	0.28738095464843744	21.658627008633726	0.41417215252763634
('Body mass index 30+ - obesity (finding)', 'Appendicitis')	Rupture of appendix	0.305528835142687	0.29161789350419703	21.96320300110547	0.41417215252763634
('History of appendectomy', 'Viral sinusitis (disorder)')	Anemia (disorder)	0.4141812364301223	0.10718507720802234	1.3491414273052127	0.4141645001856984
('Miscarriage in first trimester', 'History of cardiac arrest (situation)')	Acute viral pharyngitis (disorder)	0.414274322169059	-0.03899275788947698	0.9139739910420114	0.41415752741774675
('Impacted molars', 'Chronic pain')	Drug overdose	0.41409566940277387	0.3679804184218465	8.979581821511449	0.41408184927467856
('Perennial allergic rhinitis', 'Streptococcal sore throat (disorder)')	Acute bronchitis (disorder)	0.4141661563584405	0.01549323755728843	1.0388620265551973	0.4140465496120866
('Neoplasm of prostate', 'Chronic kidney disease stage 1 (disorder)')	Metabolic syndrome X (disorder)	0.4141363862618218	0.3498685788224959	6.443916523102186	0.41403916362429477
('Acute bronchitis (disorder)', 'History of cardiac arrest (situation)')	Body mass index 30+ - obesity (finding)	0.41406096361848577	0.09825762250453923	1.3111354748748096	0.4140033434949356
('Closed fracture of hip', 'Viral sinusitis (disorder)')	Acute bronchitis (disorder)	0.4140735958683021	0.015400677067150037	1.0386298550537654	0.41399793388429756
('Normal pregnancy', 'Cardiac Arrest')	History of cardiac arrest (situation)	0.41405981436919903	0.3767776614602806	11.106113302543474	0.41395908543922977
('Diabetic renal disease (disorder)', 'Carcinoma in situ of prostate (disorder)')	Metabolic syndrome X (disorder)	0.4140533288613114	0.3497855214219855	6.442624159105035	0.41395504864139554
('Prediabetes', 'Anemia (disorder)')	Primary malignant neoplasm of colon	0.004988667010960004	0.0020869187054462506	1.7191935639217206	0.4139368671828469
('Acute viral pharyngitis (disorder)', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Acute bronchitis (disorder)	0.4140568969639015	0.015383978162749445	1.0385879688267028	0.4139167862266858
('Streptococcal sore throat (disorder)', 'Acute viral pharyngitis (disorder)')	Viral sinusitis (disorder)	0.41392180844333853	-0.23565860859983262	0.6372141117299558	0.41390944940005486
('Hypertriglyceridemia (disorder)', 'Stroke')	Neuropathy due to type 2 diabetes mellitus (disorder)	0.41395568128241395	0.3908220349968073	17.894095732758288	0.41381749587361477
('Pathological fracture due to osteoporosis (disorder)', 'Coronary Heart Disease')	Prediabetes	0.4140105078809107	0.10792746207319842	1.352608429481588	0.4138051857042747
('Chronic intractable migraine without aura', 'Coronary Heart Disease')	Body mass index 30+ - obesity (finding)	0.413980114492317	0.09817677337837044	1.3108794638842873	0.4138034960819771
('Chronic sinusitis (disorder)', 'Prediabetes')	Hypertension	0.41392198084559684	0.15032505692340759	1.5702838056174806	0.413785046728972
('Chronic pain', 'Diabetes')	Metabolic syndrome X (disorder)	0.41398865784499056	0.34972085040566464	6.441617885219282	0.41376701966717094
('Fracture of forearm', 'Viral sinusitis (disorder)')	Acute bronchitis (disorder)	0.41375395829599093	0.015081039494838855	1.0378281011416302	0.4137189292543021
('Coronary Heart Disease', 'Metabolic syndrome X (disorder)')	Diabetes	0.41377398247754243	0.34699144168979423	6.195840673277477	0.4137089618456078
('Normal pregnancy', 'History of single seizure (situation)')	Acute bronchitis (disorder)	0.41375968992248063	0.015086771121328557	1.0378424779056876	0.4136460554371003
('Cystitis', 'Viral sinusitis (disorder)')	Acute bronchitis (disorder)	0.413713226777855	0.015040307976702916	1.0377259333840145	0.413645314490907
('Chronic sinusitis (disorder)', 'Second degree burn')	Body mass index 30+ - obesity (finding)	0.4137722742373905	0.09796893312344396	1.3102213319779137	0.4135951661631419
('Chronic kidney disease stage 1 (disorder)', 'Prediabetes')	Carcinoma in situ of prostate (disorder)	0.413716814159292	0.39095117763199105	18.17286389788202	0.4135546334716459
('Normal pregnancy', 'History of cardiac arrest (situation)')	Cardiac Arrest	0.41363324175824173	0.3763510888493233	11.094671564937832	0.4135325433625279
('History of appendectomy', 'Acute bronchitis (disorder)')	Body mass index 30+ - obesity (finding)	0.4135451426422898	0.09774180152834328	1.3095021135101816	0.41351757849219783
('Osteoarthritis of knee', 'Stroke')	Viral sinusitis (disorder)	0.41357816711590295	-0.2360022499272682	0.636685091275491	0.4134793597304128
"('Pneumonia', ""Alzheimer's disease (disorder)"")"	Anemia (disorder)	0.413519115614924	0.10652295639282405	1.346984654996152	0.4134515720373143
('Anemia (disorder)', 'History of cardiac arrest (situation)')	Acute viral pharyngitis (disorder)	0.41344621513944224	-0.03982086491909376	0.9121470173524378	0.4133877876282498
('Chronic kidney disease stage 1 (disorder)', 'Viral sinusitis (disorder)')	Hyperlipidemia	0.4135135135135135	0.298236616405932	3.587132581540639	0.41335496080021633
('Acute viral pharyngitis (disorder)', 'Childhood asthma')	Viral sinusitis (disorder)	0.41345454545454546	-0.2361258715886257	0.6364947812567251	0.41334788143298784
Smokes tobacco daily	Body mass index 30+ - obesity (finding)	0.4133789489008589	0.09757560778691238	1.308975856438788	0.4133362451772584
Body mass index 30+ - obesity (finding)	Smokes tobacco daily	0.015534772011696897	0.00366688924267399	1.308975856438788	0.4133362451772584
('Acute bacterial sinusitis (disorder)', 'Metabolic syndrome X (disorder)')	Chronic sinusitis (disorder)	0.4133922343641014	0.19721760077569525	1.912306858126542	0.41325581395348837
('Chronic sinusitis (disorder)', 'Chronic pain')	Anemia (disorder)	0.41328731665228646	0.10629115743018652	1.3462296000689995	0.41318605453917856
('Pathological fracture due to osteoporosis (disorder)', 'Stroke')	Fracture of forearm	0.4133148404993065	0.3753381339620364	10.883377685573718	0.41317919075144505
('Drug overdose', 'Acute bronchitis (disorder)')	Body mass index 30+ - obesity (finding)	0.41314686631821823	0.0973435252042717	1.3082409605322975	0.41311923149369
('Cystitis', 'Acute viral pharyngitis (disorder)')	Acute bronchitis (disorder)	0.4132171387073348	0.01454421990618271	1.036481584828783	0.41311058652623944
('Osteoarthritis of knee', 'Sprain of ankle')	Acute bronchitis (disorder)	0.4132867132867133	0.014613794485561216	1.0366561002676236	0.4130814970269324
('Atrial Fibrillation', 'Diabetes')	Neuropathy due to type 2 diabetes mellitus (disorder)	0.4131363474546102	0.39000270116900354	17.858678323081996	0.4130318675449528
('Viral sinusitis (disorder)', 'Localized  primary osteoarthritis of the hand')	Body mass index 30+ - obesity (finding)	0.41308144149865056	0.09727810038470402	1.3080337910345434	0.4129882502381708
('Chronic pain', 'Viral sinusitis (disorder)')	Acute viral pharyngitis (disorder)	0.4129971590909091	-0.04026992096762688	0.9111563077503305	0.4129711013450526
('Cardiac Arrest', 'Hyperlipidemia')	Anemia (disorder)	0.4130024278392231	0.10600626861712314	1.3453016118694556	0.41292324295157157
('Chronic congestive heart failure (disorder)', 'Metabolic syndrome X (disorder)')	Hyperglycemia (disorder)	0.4129107298633324	0.38247995111667343	13.568851895013244	0.41282535989530317
('Stroke', 'Chronic kidney disease stage 1 (disorder)')	Metabolic syndrome X (disorder)	0.41294439380127623	0.3486765863619503	6.42536925180044	0.41276595744680855
('Anemia (disorder)', 'Pathological fracture due to osteoporosis (disorder)')	Fracture of forearm	0.41275252525252526	0.3747758187152552	10.868570839534307	0.41267836848086886
('Hypertension', 'Fracture of clavicle')	Anemia (disorder)	0.4127246664461352	0.10572850722403526	1.3443968403120794	0.4126599029554477
('Body mass index 30+ - obesity (finding)', 'Preeclampsia')	Miscarriage in first trimester	0.4127350124157503	0.23832430315900904	2.366454526643681	0.41263083200283834
('History of appendectomy', 'Streptococcal sore throat (disorder)')	Acute bronchitis (disorder)	0.41265822784810124	0.013985309046949168	1.0350796564988771	0.412559081701553
('Impacted molars', 'Chronic sinusitis (disorder)')	Anemia (disorder)	0.412595165939833	0.10559900671773303	1.3439750092812601	0.412551744529864
('Impacted molars', 'Metabolic syndrome X (disorder)')	Prediabetes	0.4126439598137711	0.10656091400605883	1.348143797788142	0.4125
('Body mass index 30+ - obesity (finding)', 'Acute viral pharyngitis (disorder)')	Acute bronchitis (disorder)	0.41246838541241737	0.013795466611265295	1.0346034705661713	0.4124623935546377
('Neoplasm of prostate', 'Diabetes')	Prediabetes	0.41257014590347924	0.10648710009576695	1.3479026413069097	0.4124382577458464
('Drug overdose', 'Acute viral pharyngitis (disorder)')	Anemia (disorder)	0.41245938515371156	0.10546322593161161	1.3435327210569856	0.4124226707492345
('Miscarriage in first trimester', 'Concussion with no loss of consciousness')	Normal pregnancy	0.412390243902439	0.2349594357841092	2.324231334320549	0.41233291052785637
('Acute bacterial sinusitis (disorder)', 'Chronic sinusitis (disorder)')	Acute bronchitis (disorder)	0.4123411245929043	0.013668205791752208	1.0342842594697774	0.4123241872261933
"('Diabetic renal disease (disorder)', ""Alzheimer's disease (disorder)"")"	Anemia (disorder)	0.41252699784017277	0.10553083861807283	1.3437529605760485	0.4123154483255312
('Chronic sinusitis (disorder)', 'Diabetes')	Diabetic retinopathy associated with type II diabetes mellitus (disorder)	0.41226434638491816	0.39459296700486773	23.32949440553191	0.4121425611272274
('Hypertension', 'Fracture subluxation of wrist')	Anemia (disorder)	0.4121777024573296	0.10518154323522966	1.3426151763649097	0.4121065375302663
Childhood asthma	Acute bronchitis (disorder)	0.4120364977674238	0.013363578966271716	1.0335201573421573	0.4120136677797624
Acute bronchitis (disorder)	Childhood asthma	0.022994832013347923	0.0007457913439502667	1.0335201573421573	0.4120136677797624
('Diabetic renal disease (disorder)', 'Chronic sinusitis (disorder)')	Chronic kidney disease stage 1 (disorder)	0.412050623624358	0.38412939499008886	14.75761074205121	0.4119966981564708
('Cardiac Arrest', 'Chronic sinusitis (disorder)')	History of cardiac arrest (situation)	0.4119944454087832	0.37471229249986476	11.050714973872338	0.4119434076903047
('Body mass index 30+ - obesity (finding)', 'Fracture of clavicle')	Acute bronchitis (disorder)	0.411987439970447	0.013314521169294935	1.0333971045972548	0.4119331301376189
('Fracture of clavicle', 'Diabetes')	Acute bronchitis (disorder)	0.41214838972686507	0.013475470925712996	1.0338008183907625	0.41190864600326255
('Cardiac Arrest', 'Stroke')	Prediabetes	0.4119977362761743	0.10591469046846202	1.3460325291424335	0.41183130484007924
('Appendicitis', 'Viral sinusitis (disorder)')	Body mass index 30+ - obesity (finding)	0.4118390384993401	0.09603569738539358	1.3040996876304183	0.41182252176354955
('Facial laceration', 'Chronic sinusitis (disorder)')	Prediabetes	0.4118844118844119	0.1058013660766996	1.3456622884730642	0.41180461329715057
('Childhood asthma', 'Atopic dermatitis')	Acute viral pharyngitis (disorder)	0.41200906344410876	-0.04125801661442724	0.9089763664083015	0.4117869285984132
('Anemia (disorder)', 'Viral sinusitis (disorder)')	Metastasis from malignant tumor of prostate (disorder)	0.00872759057579142	0.0045792740044675005	2.10388730602738	0.411580920641533
('Body mass index 30+ - obesity (finding)', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hyperglycemia (disorder)	0.4116659672681494	0.38123518852149046	13.52794717136007	0.41154249737670506
('Prediabetes', 'History of cardiac arrest (situation)')	Acute viral pharyngitis (disorder)	0.41151533076998914	-0.04175174928854686	0.9078870910211372	0.4114573062512324
('Concussion with loss of consciousness', 'Acute viral pharyngitis (disorder)')	Acute bronchitis (disorder)	0.4115702479338843	0.012897329132732227	1.0323506526892163	0.4114486464145485
('Chronic intractable migraine without aura', 'Streptococcal sore throat (disorder)')	Acute bronchitis (disorder)	0.4114557689151485	0.012782850113996436	1.0320635024632114	0.41135915955351277
('Fracture of forearm', 'Acute viral pharyngitis (disorder)')	Acute bronchitis (disorder)	0.411364987683683	0.012692068882530938	1.0318357939152156	0.4113149847094802
('Anemia (disorder)', 'Non-small cell lung cancer (disorder)')	Body mass index 30+ - obesity (finding)	0.4113730626500764	0.09556972153612986	1.3026241622366082	0.4113088090819779
('Hyperlipidemia', 'Body mass index 30+ - obesity (finding)')	Viral sinusitis (disorder)	0.4114596836919886	-0.23812073335118256	0.6334237807920908	0.4113070539419087
('Viral sinusitis (disorder)', 'Contact dermatitis')	Normal pregnancy	0.41140776699029125	0.23397695887196143	2.318694094635023	0.4112648701141053
('Sinusitis (disorder)', 'Viral sinusitis (disorder)')	Acute bronchitis (disorder)	0.4112211545550613	0.012548235753909232	1.031475014133498	0.4112066846891128
('Fracture of ankle', 'Chronic sinusitis (disorder)')	Acute bronchitis (disorder)	0.4112706583581685	0.01259773955701643	1.0315991856053304	0.4111908955426094
('Body mass index 30+ - obesity (finding)', 'Chronic sinusitis (disorder)')	Acute bronchitis (disorder)	0.4111547346503268	0.012481815849174738	1.0313084116340503	0.4111486346496499
('Diabetic renal disease (disorder)', 'Prediabetes')	Body mass index 30+ - obesity (finding)	0.411262050832603	0.09545870971865644	1.3022726402511793	0.41113302651764183
('Alcoholism', 'Hypertension')	Body mass index 30+ - obesity (finding)	0.41127739176910744	0.0954740506551609	1.3023212177502341	0.41112002138465653
('Chronic kidney disease stage 1 (disorder)', 'Acute bronchitis (disorder)')	Hyperlipidemia	0.4113562091503268	0.2960793120427453	3.568418473013122	0.4111156518185533
('Sprain of wrist', 'Chronic sinusitis (disorder)')	Acute bronchitis (disorder)	0.4110784214263975	0.012405502625245424	1.031116993505729	0.4110186688311689
('History of appendectomy', 'Sprain of ankle')	Body mass index 30+ - obesity (finding)	0.41112858828155724	0.0953252471676107	1.3018500273979556	0.41101278269419855
('Chronic kidney disease stage 1 (disorder)', 'Acute viral pharyngitis (disorder)')	Neuropathy due to type 2 diabetes mellitus (disorder)	0.41118058109599115	0.3880469348103845	17.774136252434193	0.41096394407652687
('Hypertension', 'Fracture of ankle')	Anemia (disorder)	0.4110226576852419	0.10402649846314194	1.3388527684735063	0.4109505144536991
('History of myocardial infarction (situation)', 'Coronary Heart Disease')	Acute bronchitis (disorder)	0.41097375840381695	0.01230083960266487	1.0308544649575262	0.41094820855383013
('Whiplash injury to neck', 'Metabolic syndrome X (disorder)')	Prediabetes	0.41109253065774803	0.10500948485003575	1.3430751434563444	0.4109283523836074
('History of myocardial infarction (situation)', 'Streptococcal sore throat (disorder)')	Acute bronchitis (disorder)	0.4110592938041306	0.012386375002978511	1.0310690152725335	0.41086304565144954
('History of cardiac arrest (situation)', 'Viral sinusitis (disorder)')	Anemia (disorder)	0.4108722226217013	0.10387606339960137	1.338362745849374	0.41082985761541785
('Closed fracture of hip', 'Acute viral pharyngitis (disorder)')	Body mass index 30+ - obesity (finding)	0.41096634093376766	0.09516299981982113	1.3013362666910002	0.4108064078197122
('Hypertension', 'Chronic obstructive bronchitis (disorder)')	Body mass index 30+ - obesity (finding)	0.41090225563909777	0.09509891452515123	1.3011333388358235	0.4107915021620605
History of myocardial infarction (situation)	Anemia (disorder)	0.41078955901426717	0.10379339979216723	1.338093479915743	0.41076567630010946
Anemia (disorder)	History of myocardial infarction (situation)	0.028519410645745865	0.007205944080209893	1.338093479915743	0.41076567630010946
('Hypertension', 'Pathological fracture due to osteoporosis (disorder)')	Fracture of forearm	0.410828025477707	0.372851318940437	10.817895045072522	0.41072376570518493
('Cardiac Arrest', 'Anemia (disorder)')	History of cardiac arrest (situation)	0.4107400041149441	0.37345785120602565	11.017067740653168	0.41069958847736626
('Coronary Heart Disease', 'Acute bacterial sinusitis (disorder)')	Body mass index 30+ - obesity (finding)	0.4108206057468289	0.09501726463288235	1.3008747921973336	0.41066804764370785
('Hyperglycemia (disorder)', 'Viral sinusitis (disorder)')	Hypertriglyceridemia (disorder)	0.41067322603069356	0.3450258139340573	6.255741283847749	0.4106417112299465
('Drug overdose', 'Concussion with no loss of consciousness')	Body mass index 30+ - obesity (finding)	0.41083916083916083	0.0950358197252143	1.3009335474095696	0.41063308849247987
('Diabetic renal disease (disorder)', 'Metabolic syndrome X (disorder)')	Prediabetes	0.4106477373558119	0.10456469154809961	1.341621964954535	0.41063030553994495
('Myocardial Infarction', 'Chronic sinusitis (disorder)')	Anemia (disorder)	0.41073307611364435	0.1037369168915444	1.3379094942243064	0.4106297140852482
('History of myocardial infarction (situation)', 'Sprain of ankle')	Acute bronchitis (disorder)	0.4108370400323494	0.012164121231197311	1.030511531276757	0.4105987055016182
('Polyp of colon', 'Streptococcal sore throat (disorder)')	Acute bronchitis (disorder)	0.4106499244273922	0.0119770056262401	1.0300421851131902	0.4105813953488372
('History of appendectomy', 'Sinusitis (disorder)')	Prediabetes	0.41076487252124644	0.10468182671353415	1.3420046557537768	0.4105793450881612
('Hypertension', 'Atopic dermatitis')	Viral sinusitis (disorder)	0.4107744107744108	-0.23880600626876036	0.6323688337838403	0.41057595149882115
('Neoplasm of prostate', 'Hypertriglyceridemia (disorder)')	Prediabetes	0.4106625027883114	0.10457945698059912	1.3416702049100038	0.41053101294065153
('Prediabetes', 'Escherichia coli urinary tract infection')	Miscarriage in first trimester	0.4105398203888286	0.23612911113208734	2.353868189277836	0.4104816423213581
('Miscarriage in first trimester', 'Anemia (disorder)')	Normal pregnancy	0.41048760652027866	0.23305679840194884	2.3135080704052347	0.4104667609618105
History of appendectomy	Body mass index 30+ - obesity (finding)	0.4104722526097195	0.09466891149577294	1.2997717223695078	0.41046132166431804
Body mass index 30+ - obesity (finding)	History of appendectomy	0.06055798253124598	0.013966737708002969	1.2997717223695078	0.41046132166431804
('Fracture of forearm', 'Stroke')	Pathological fracture due to osteoporosis (disorder)	0.4105625717566016	0.3956452184551394	27.522480929399084	0.4104271933853928
('Normal pregnancy', 'Chronic sinusitis (disorder)')	Viral sinusitis (disorder)	0.41043139166463566	-0.2391490253785355	0.6318407712056356	0.41041542544548565
('Atrial Fibrillation', 'Stroke')	Viral sinusitis (disorder)	0.41043270993766046	-0.2391477071055107	0.6318428006279985	0.41037865590904926
